,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_vect__min_df,param_vect__ngram_range,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
18,2.06866669655,0.809333324432,0.724007812126,0.759076173675,4,"(1, 1)","{'vect__ngram_range': (1, 1), 'vect__min_df': 4}",14,0.72472545417,0.758146435116,0.725171424088,0.758457178659,0.72212650836,0.760624907249,0.105742901349,0.0498686750328,0.00134266660393,0.00110244339213
19,7.10666664441,1.65666675568,0.738652731476,0.803688212764,4,"(1, 2)","{'vect__ngram_range': (1, 2), 'vect__min_df': 4}",7,0.737420739875,0.803984697333,0.740054223214,0.803466813382,0.738483226857,0.803613127578,0.0720848986535,0.0637303506958,0.00108178007711,0.000217989732958
20,14.6370000045,2.37366668383,0.738355647776,0.807177529003,4,"(1, 3)","{'vect__ngram_range': (1, 3), 'vect__min_df': 4}",8,0.736494974729,0.807201419775,0.740651289615,0.80687292386,0.737920667478,0.807458243374,0.0942443991632,0.0890405508712,0.00172446679225,0.000239552096163
21,5.43899997075,1.13566676776,0.685990206331,0.765433502775,4,"(2, 2)","{'vect__ngram_range': (2, 2), 'vect__min_df': 4}",22,0.684096610072,0.766462057502,0.68697480252,0.764494462086,0.686899230445,0.765343988739,0.142260369417,0.0167795220091,0.0013393390011,0.000805757408404
22,13.2053333918,1.90499997139,0.685854655882,0.769751285779,4,"(2, 3)","{'vect__ngram_range': (2, 3), 'vect__min_df': 4}",23,0.682349501507,0.770817141824,0.688117956938,0.768429251539,0.687096542049,0.770007463973,0.0649324106493,0.123701241831,0.00251336735681,0.000991539360372
23,7.41566673915,1.1943333149,0.547378315043,0.600198579153,4,"(3, 3)","{'vect__ngram_range': (3, 3), 'vect__min_df': 4}",29,0.544512901161,0.602420482837,0.54791783637,0.599163870529,0.549704269122,0.599011384092,0.0876598139939,0.0205318744114,0.00215342532655,0.00157235598491
24,2.06500005722,0.81166656812,0.723237246994,0.754420126841,5,"(1, 1)","{'vect__ngram_range': (1, 1), 'vect__min_df': 5}",15,0.724028942277,0.75342664277,0.724222794831,0.753882670254,0.721459956864,0.7559510675,0.104540355404,0.0399694513812,0.00125920670221,0.00109843062061
25,7.09466671944,1.64633329709,0.736613677263,0.792366734356,5,"(1, 2)","{'vect__ngram_range': (1, 2), 'vect__min_df': 5}",9,0.734958526176,0.792315157545,0.738620664863,0.792172410189,0.736261831444,0.792612635335,0.0779415559207,0.0586420204997,0.00151562718745,0.000183384242167
26,14.6276667118,2.36966665586,0.736290609823,0.794565854859,5,"(1, 3)","{'vect__ngram_range': (1, 3), 'vect__min_df': 5}",10,0.734381007986,0.794593771232,0.739121067356,0.794060631999,0.73536972977,0.795043161344,0.162778582036,0.0754644155624,0.00204174573392,0.000401601354014
27,5.45266660055,1.13500006994,0.681647657293,0.747212103864,5,"(2, 2)","{'vect__ngram_range': (2, 2), 'vect__min_df': 5}",25,0.67929171369,0.748235852741,0.682827492032,0.746198450251,0.682823797266,0.747202008602,0.160379317244,0.0176635372821,0.00166591539663,0.000831796714891
28,13.0539999803,1.89299996694,0.682013232967,0.750818494963,5,"(2, 3)","{'vect__ngram_range': (2, 3), 'vect__min_df': 5}",24,0.678518208234,0.752025922065,0.683652736165,0.750043170867,0.683868803582,0.750386391959,0.0134906551848,0.10789182526,0.00247294572104,0.000865201453701
29,6.86533331871,1.05933332443,0.533646193486,0.574012669811,5,"(3, 3)","{'vect__ngram_range': (3, 3), 'vect__min_df': 5}",30,0.532628168266,0.576673296587,0.53391415334,0.572209920222,0.534396278691,0.573154792626,0.430568987994,0.0204177395497,0.000746280889181,0.0019204855449
