,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_vect__min_df,param_vect__ngram_range,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4.08533342679,0.825999895732,0.730830168845,0.786642499415,1,"(1, 1)","{'vect__ngram_range': (1, 1), 'vect__min_df': 1}",11,0.731236646051,0.78563859262,0.732484746647,0.786654854403,0.728769059321,0.78763405122,0.229604440894,0.0267332033086,0.0015439100331,0.000814689405091
1,11.1089999676,2.07566666603,0.749644413245,0.864862224557,1,"(1, 2)","{'vect__ngram_range': (1, 2), 'vect__min_df': 1}",4,0.748408211955,0.864237925172,0.752442023831,0.865563608031,0.748082962648,0.864785140467,0.54874828103,0.096858485474,0.00198267378985,0.000543945602899
2,22.0466667016,2.98133333524,0.747424944634,0.887318179677,1,"(1, 3)","{'vect__ngram_range': (1, 3), 'vect__min_df': 1}",7,0.746929436007,0.886351320821,0.749455354086,0.888153512398,0.74589000321,0.887449705813,0.2696125116,0.170415854969,0.00149712318375,0.000741596459672
3,8.455666701,1.31799991926,0.701825605313,0.915890326853,1,"(2, 2)","{'vect__ngram_range': (2, 2), 'vect__min_df': 1}",16,0.699689613067,0.915214162507,0.703256828296,0.916522420895,0.702530393216,0.915934397155,0.332439756713,0.0509902556093,0.00153922465536,0.00053500258323
4,18.3253333569,2.23000001907,0.701575540984,0.950203431458,1,"(2, 3)","{'vect__ngram_range': (2, 3), 'vect__min_df': 1}",17,0.699621215606,0.949482853475,0.704020169278,0.950797813937,0.701085225099,0.950329626963,0.270685905573,0.188437415418,0.00182903316668,0.000544196185849
5,10.2283333143,1.25033330917,0.630926000704,0.979797406238,1,"(3, 3)","{'vect__ngram_range': (3, 3), 'vect__min_df': 1}",26,0.628184254656,0.979323300077,0.632920021363,0.979819231032,0.631673745871,0.980249687606,0.418586798351,0.0333299756775,0.00200437056522,0.000378510858358
6,4.04566669464,0.810999949773,0.730033041873,0.775945922271,2,"(1, 1)","{'vect__ngram_range': (1, 1), 'vect__min_df': 2}",12,0.730817812686,0.775185588981,0.731657257668,0.775598749217,0.727623991546,0.777053428613,0.210685100478,0.02286190193,0.00173756457977,0.000801083878183
7,9.27800003688,1.76866666476,0.750767979508,0.834786961161,2,"(1, 2)","{'vect__ngram_range': (1, 2), 'vect__min_df': 2}",2,0.750272709517,0.834410518396,0.752703765208,0.834927344015,0.749327425694,0.835023021071,0.102042441053,0.111822355547,0.00142217586119,0.000269035798041
8,17.8313333193,2.4596666495,0.751599518787,0.843592332328,2,"(1, 3)","{'vect__ngram_range': (1, 3), 'vect__min_df': 2}",1,0.750999453664,0.842984976841,0.753562220352,0.844168707753,0.750236846303,0.843623312389,0.477650666297,0.0526646326495,0.00142234035764,0.000483752375575
9,6.46100012461,1.2376666069,0.697208902139,0.838691160898,2,"(2, 2)","{'vect__ngram_range': (2, 2), 'vect__min_df': 2}",19,0.696012782184,0.838656196979,0.697453789368,0.838998478239,0.698160160028,0.838418807477,0.147338599704,0.0279802283994,0.000893599735187,0.00023793753368
10,14.6756666501,1.95000004768,0.698990878365,0.853553403526,2,"(2, 3)","{'vect__ngram_range': (2, 3), 'vect__min_df': 2}",18,0.697420797129,0.852888983038,0.699159952865,0.853835126697,0.70039192216,0.853936100842,0.282099697371,0.185980294298,0.00121883173082,0.000471621234128
11,7.99833329519,1.17366655668,0.593564484287,0.740784964249,2,"(3, 3)","{'vect__ngram_range': (3, 3), 'vect__min_df': 2}",27,0.59133952398,0.740366975502,0.594336231283,0.740552051532,0.595017736038,0.741435865713,0.154777955926,0.0834519184508,0.0015977060746,0.000466417424664
12,4.41366664569,0.878666718801,0.729284794695,0.770824194856,3,"(1, 1)","{'vect__ngram_range': (1, 1), 'vect__min_df': 3}",13,0.729602612176,0.769984835105,0.730707959393,0.770378797007,0.727543766464,0.772108952457,0.636019040746,0.0631628831756,0.00131117635551,0.000922588049695
13,9.08733328183,1.76000006994,0.749109748137,0.821727911608,3,"(1, 2)","{'vect__ngram_range': (1, 2), 'vect__min_df': 3}",5,0.748917990608,0.821375567587,0.750777066677,0.82158215691,0.747634148094,0.822226010326,0.118325261746,0.0384013332017,0.00129023305243,0.000362166202219
14,17.3460001151,2.42033322652,0.749833933967,0.827532107824,3,"(1, 3)","{'vect__ngram_range': (1, 3), 'vect__min_df': 3}",3,0.750111563069,0.826802834847,0.751994949232,0.827681117882,0.747395225095,0.828112370742,0.41581726862,0.0141971373989,0.00188805921823,0.000544900029715
15,6.6363333861,1.15899991989,0.691088167078,0.802911396455,3,"(2, 2)","{'vect__ngram_range': (2, 2), 'vect__min_df': 3}",21,0.690566800537,0.803615784137,0.691943595059,0.802524675742,0.690754096802,0.802593729484,0.171653509289,0.0214164217728,0.00060969662701,0.000498874473453
16,14.2029999892,1.87566661835,0.693116242549,0.813884717138,3,"(2, 3)","{'vect__ngram_range': (2, 3), 'vect__min_df': 3}",20,0.691782391753,0.813784181857,0.694349334196,0.814044169511,0.693217004364,0.813825800047,0.228391407066,0.106346377506,0.00105037371352,0.000114022842369
17,8.09566672643,1.18200000127,0.570379762771,0.655449190099,3,"(3, 3)","{'vect__ngram_range': (3, 3), 'vect__min_df': 3}",28,0.567092048819,0.65541929569,0.57194975598,0.655953858128,0.57209752895,0.654974416478,0.453219882403,0.0727874676943,0.00232556282485,0.000400413738455
