,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_logreg__solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,67.0209999879,2.89099995295,0.759338728527,0.992192474312,liblinear,{'logreg__solver': 'liblinear'},3,0.759235134836,0.992044984413,0.760446693392,0.99230288373,0.758334330786,0.992229554794,2.68628856544,0.329442963294,0.000865472076394,0.000108502645091
1,59.7426665624,3.04266667366,0.757982879234,0.944225830966,saga,{'logreg__solver': 'saga'},5,0.75715784657,0.933106313075,0.759100012164,0.933630055738,0.757690771242,0.965941124083,3.21049551068,0.0818711006486,0.000819350852595,0.0153565196355
2,126.753000021,3.12166666985,0.759334285991,0.992192474312,newton-cg,{'logreg__solver': 'newton-cg'},4,0.759248262709,0.992044984413,0.76042023803,0.99230288373,0.758334330786,0.992229554794,2.50914427055,0.156022065621,0.00085373592268,0.000108502645091
3,66.9930000305,2.72933332125,0.759456314261,0.990618567447,lbfgs,{'logreg__solver': 'lbfgs'},2,0.75912850527,0.990391798301,0.76056346465,0.99096709011,0.758676952249,0.990496813928,4.64564595868,0.138855565581,0.000804289936957,0.000250144099619
4,47.5463333925,2.31999993324,0.759759588862,0.973791137767,sag,{'logreg__solver': 'sag'},1,0.759051192283,0.968149549402,0.760755558759,0.968996411945,0.759472007938,0.984227451954,8.9887126341,0.124115385781,0.000724912925495,0.00738768273995
